project_name,migration_direction,set_folder_name,fold_name,model_name,prompt_mode,gemma_max_cos,gemma_max_bleu,llama_max_cos,llama_max_bleu,mistral_max_cos,mistral_max_bleu,gpt-4_max_cos,gpt-4_max_bleu,cimig_max_cos,cimig_max_bleu,best_model_by_bleu,best_bleu,best_model_by_cos,best_cos
gotify_android,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.44,0.21,cimig,0.21,cimig,0.44
gotify_android,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.44,0.21,cimig,0.21,cimig,0.44
gotify_android,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.44,0.21,cimig,0.21,cimig,0.44
gotify_android,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.40,0.09,cimig,0.09,cimig,0.40
gotify_android,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.40,0.09,cimig,0.09,cimig,0.40
gotify_android,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.40,0.09,cimig,0.09,cimig,0.40
gotify_android,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.40,0.09,cimig,0.09,cimig,0.40
hmcts_ccpay-payment-app,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.44,0.31,cimig,0.31,cimig,0.44
hmcts_ccpay-payment-app,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.44,0.31,cimig,0.31,cimig,0.44
hmcts_ccpay-payment-app,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.44,0.31,cimig,0.31,cimig,0.44
hmcts_ccpay-payment-app,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.44,0.31,cimig,0.31,cimig,0.44
hmcts_ccpay-payment-app,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.53,0.05,cimig,0.05,cimig,0.53
hmcts_ccpay-payment-app,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.53,0.05,cimig,0.05,cimig,0.53
hmcts_ccpay-payment-app,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.53,0.05,cimig,0.05,cimig,0.53
hmcts_ccpay-payment-app,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.53,0.05,cimig,0.05,cimig,0.53
ibissource_iaf,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.35,0.18,cimig,0.18,cimig,0.35
ibissource_iaf,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.35,0.18,cimig,0.18,cimig,0.35
ibissource_iaf,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.35,0.18,cimig,0.18,cimig,0.35
ibissource_iaf,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.35,0.18,cimig,0.18,cimig,0.35
ibissource_iaf,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.47,0.27,cimig,0.27,cimig,0.47
ibissource_iaf,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.47,0.27,cimig,0.27,cimig,0.47
ibissource_iaf,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.47,0.27,cimig,0.27,cimig,0.47
ibissource_iaf,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.47,0.27,cimig,0.27,cimig,0.47
ical4j_ical4j-connector,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.14,0.00,cimig,0.00,cimig,0.14
ical4j_ical4j-connector,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.14,0.00,cimig,0.00,cimig,0.14
ical4j_ical4j-connector,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.14,0.00,cimig,0.00,cimig,0.14
ical4j_ical4j-connector,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.14,0.00,cimig,0.00,cimig,0.14
ical4j_ical4j-connector,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.49,0.19,cimig,0.19,cimig,0.49
ical4j_ical4j-connector,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.49,0.19,cimig,0.19,cimig,0.49
ical4j_ical4j-connector,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.49,0.19,cimig,0.19,cimig,0.49
ical4j_ical4j-connector,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.49,0.19,cimig,0.19,cimig,0.49
igniterealtime_openfire-xmldebugger-plugin,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.34,0.27,cimig,0.27,cimig,0.34
igniterealtime_openfire-xmldebugger-plugin,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.34,0.27,cimig,0.27,cimig,0.34
igniterealtime_openfire-xmldebugger-plugin,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.34,0.27,cimig,0.27,cimig,0.34
igniterealtime_openfire-xmldebugger-plugin,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.34,0.27,cimig,0.27,cimig,0.34
igniterealtime_openfire-xmldebugger-plugin,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.49,0.09,cimig,0.09,cimig,0.49
igniterealtime_openfire-xmldebugger-plugin,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.49,0.09,cimig,0.09,cimig,0.49
igniterealtime_openfire-xmldebugger-plugin,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.49,0.09,cimig,0.09,cimig,0.49
igniterealtime_openfire-xmldebugger-plugin,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.49,0.09,cimig,0.09,cimig,0.49
imglib_imglib2,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.49,0.16,cimig,0.16,cimig,0.49
imglib_imglib2,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.49,0.16,cimig,0.16,cimig,0.49
imglib_imglib2,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.49,0.16,cimig,0.16,cimig,0.49
imglib_imglib2,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.49,0.16,cimig,0.16,cimig,0.49
imglib_imglib2,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.55,0.40,cimig,0.40,cimig,0.55
imglib_imglib2,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.55,0.40,cimig,0.40,cimig,0.55
imglib_imglib2,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.55,0.40,cimig,0.40,cimig,0.55
imglib_imglib2,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.55,0.40,cimig,0.40,cimig,0.55
imglib_imglib2-tutorials,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.26,0.20,cimig,0.20,cimig,0.26
imglib_imglib2-tutorials,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.26,0.20,cimig,0.20,cimig,0.26
imglib_imglib2-tutorials,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.26,0.20,cimig,0.20,cimig,0.26
imglib_imglib2-tutorials,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.26,0.20,cimig,0.20,cimig,0.26
imglib_imglib2-tutorials,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.46,0.36,cimig,0.36,cimig,0.46
imglib_imglib2-tutorials,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.46,0.36,cimig,0.36,cimig,0.46
imglib_imglib2-tutorials,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.46,0.36,cimig,0.36,cimig,0.46
imglib_imglib2-tutorials,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.46,0.36,cimig,0.36,cimig,0.46
inferno-framework_fhir-validator-wrapper,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.34,0.11,cimig,0.11,cimig,0.34
inferno-framework_fhir-validator-wrapper,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.34,0.11,cimig,0.11,cimig,0.34
inferno-framework_fhir-validator-wrapper,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.34,0.11,cimig,0.11,cimig,0.34
inferno-framework_fhir-validator-wrapper,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.34,0.11,cimig,0.11,cimig,0.34
inferno-framework_fhir-validator-wrapper,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.64,0.21,cimig,0.21,cimig,0.64
inferno-framework_fhir-validator-wrapper,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.64,0.21,cimig,0.21,cimig,0.64
inferno-framework_fhir-validator-wrapper,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.64,0.21,cimig,0.21,cimig,0.64
inferno-framework_fhir-validator-wrapper,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.64,0.21,cimig,0.21,cimig,0.64
io7m_jcamera,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
io7m_jcamera,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
io7m_jcamera,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
io7m_jcamera,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
io7m_jcamera,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.56,0.31,cimig,0.31,cimig,0.56
io7m_jcamera,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.56,0.31,cimig,0.31,cimig,0.56
io7m_jcamera,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.56,0.31,cimig,0.31,cimig,0.56
io7m_jcamera,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.56,0.31,cimig,0.31,cimig,0.56
io7m_jmurmur,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
io7m_jmurmur,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
io7m_jmurmur,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
io7m_jmurmur,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
io7m_jmurmur,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.62,0.38,cimig,0.38,cimig,0.62
io7m_jmurmur,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.62,0.38,cimig,0.38,cimig,0.62
io7m_jmurmur,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.62,0.38,cimig,0.38,cimig,0.62
io7m_jmurmur,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.62,0.38,cimig,0.38,cimig,0.62
io7m_jproperties,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
io7m_jproperties,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
io7m_jproperties,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
io7m_jproperties,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
io7m_jproperties,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.64,0.39,cimig,0.39,cimig,0.64
io7m_jproperties,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.64,0.39,cimig,0.39,cimig,0.64
io7m_jproperties,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.64,0.39,cimig,0.39,cimig,0.64
io7m_jproperties,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.64,0.39,cimig,0.39,cimig,0.64
io7m_jsx,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.36,0.16,cimig,0.16,cimig,0.36
io7m_jsx,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.36,0.16,cimig,0.16,cimig,0.36
io7m_jsx,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.36,0.16,cimig,0.16,cimig,0.36
io7m_jsx,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.36,0.16,cimig,0.16,cimig,0.36
io7m_jsx,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.61,0.35,cimig,0.35,cimig,0.61
io7m_jsx,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.61,0.35,cimig,0.35,cimig,0.61
io7m_jsx,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.61,0.35,cimig,0.35,cimig,0.61
io7m_jsx,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.61,0.35,cimig,0.35,cimig,0.61
ipregistry_ipregistry-java,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.37,0.10,cimig,0.10,cimig,0.37
ipregistry_ipregistry-java,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.37,0.10,cimig,0.10,cimig,0.37
ipregistry_ipregistry-java,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.37,0.10,cimig,0.10,cimig,0.37
ipregistry_ipregistry-java,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.37,0.10,cimig,0.10,cimig,0.37
ipregistry_ipregistry-java,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.49,0.31,cimig,0.31,cimig,0.49
ipregistry_ipregistry-java,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.49,0.31,cimig,0.31,cimig,0.49
ipregistry_ipregistry-java,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.49,0.31,cimig,0.31,cimig,0.49
ipregistry_ipregistry-java,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.49,0.31,cimig,0.31,cimig,0.49
jakubplichta_git-changelog-maven-plugin,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.42,0.22,cimig,0.22,cimig,0.42
jakubplichta_git-changelog-maven-plugin,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.42,0.22,cimig,0.22,cimig,0.42
jakubplichta_git-changelog-maven-plugin,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.42,0.22,cimig,0.22,cimig,0.42
jakubplichta_git-changelog-maven-plugin,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.42,0.22,cimig,0.22,cimig,0.42
jakubplichta_git-changelog-maven-plugin,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.59,0.35,cimig,0.35,cimig,0.59
jakubplichta_git-changelog-maven-plugin,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.59,0.35,cimig,0.35,cimig,0.59
jakubplichta_git-changelog-maven-plugin,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.59,0.35,cimig,0.35,cimig,0.59
jakubplichta_git-changelog-maven-plugin,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.59,0.35,cimig,0.35,cimig,0.59
jbee_silk,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.28,0.05,cimig,0.05,cimig,0.28
jbee_silk,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.28,0.05,cimig,0.05,cimig,0.28
jbee_silk,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.28,0.05,cimig,0.05,cimig,0.28
jbee_silk,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.28,0.05,cimig,0.05,cimig,0.28
jbee_silk,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.62,0.05,cimig,0.05,cimig,0.62
jbee_silk,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.62,0.05,cimig,0.05,cimig,0.62
jbee_silk,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.62,0.05,cimig,0.05,cimig,0.62
jbee_silk,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.62,0.05,cimig,0.05,cimig,0.62
jboss_tyr,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.39,0.17,cimig,0.17,cimig,0.39
jboss_tyr,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.39,0.17,cimig,0.17,cimig,0.39
jboss_tyr,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.39,0.17,cimig,0.17,cimig,0.39
jboss_tyr,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.39,0.17,cimig,0.17,cimig,0.39
jboss_tyr,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.53,0.37,cimig,0.37,cimig,0.53
jboss_tyr,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.53,0.37,cimig,0.37,cimig,0.53
jboss_tyr,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.53,0.37,cimig,0.37,cimig,0.53
jboss_tyr,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.53,0.37,cimig,0.37,cimig,0.53
jenkinsci_jira-plugin,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.23,0.02,cimig,0.02,cimig,0.23
jenkinsci_jira-plugin,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.23,0.02,cimig,0.02,cimig,0.23
jenkinsci_jira-plugin,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.23,0.02,cimig,0.02,cimig,0.23
jenkinsci_jira-plugin,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.23,0.02,cimig,0.02,cimig,0.23
jenkinsci_jira-plugin,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.52,0.27,cimig,0.27,cimig,0.52
jenkinsci_jira-plugin,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.52,0.27,cimig,0.27,cimig,0.52
jenkinsci_jira-plugin,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.52,0.27,cimig,0.27,cimig,0.52
jenkinsci_jira-plugin,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.52,0.27,cimig,0.27,cimig,0.52
jeremylong_DependencyCheck,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.22,0.17,cimig,0.17,cimig,0.22
jeremylong_DependencyCheck,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.22,0.17,cimig,0.17,cimig,0.22
jeremylong_DependencyCheck,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.22,0.17,cimig,0.17,cimig,0.22
jeremylong_DependencyCheck,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.22,0.17,cimig,0.17,cimig,0.22
jeremylong_DependencyCheck,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.51,0.00,cimig,0.00,cimig,0.51
jeremylong_DependencyCheck,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.51,0.00,cimig,0.00,cimig,0.51
jeremylong_DependencyCheck,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.51,0.00,cimig,0.00,cimig,0.51
jeremylong_DependencyCheck,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.51,0.00,cimig,0.00,cimig,0.51
jnidzwetzki_bboxdb,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.22,0.51,cimig,0.51,cimig,0.22
jnidzwetzki_bboxdb,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.22,0.51,cimig,0.51,cimig,0.22
jnidzwetzki_bboxdb,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.22,0.51,cimig,0.51,cimig,0.22
jnidzwetzki_bboxdb,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.22,0.51,cimig,0.51,cimig,0.22
jnidzwetzki_bboxdb,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.44,0.05,cimig,0.05,cimig,0.44
jnidzwetzki_bboxdb,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.44,0.05,cimig,0.05,cimig,0.44
jnidzwetzki_bboxdb,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.44,0.05,cimig,0.05,cimig,0.44
jnidzwetzki_bboxdb,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.44,0.05,cimig,0.05,cimig,0.44
junit-team_junit5,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.40,0.18,cimig,0.18,cimig,0.40
junit-team_junit5,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.40,0.18,cimig,0.18,cimig,0.40
junit-team_junit5,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.40,0.18,cimig,0.18,cimig,0.40
junit-team_junit5,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.40,0.18,cimig,0.18,cimig,0.40
junit-team_junit5,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.57,0.00,cimig,0.00,cimig,0.57
junit-team_junit5,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.57,0.00,cimig,0.00,cimig,0.57
junit-team_junit5,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.57,0.00,cimig,0.00,cimig,0.57
junit-team_junit5,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.57,0.00,cimig,0.00,cimig,0.57
jwtk_jjwt,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.13,0.02,cimig,0.02,cimig,0.13
jwtk_jjwt,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.13,0.02,cimig,0.02,cimig,0.13
jwtk_jjwt,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.13,0.02,cimig,0.02,cimig,0.13
jwtk_jjwt,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.13,0.02,cimig,0.02,cimig,0.13
jwtk_jjwt,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.44,0.00,cimig,0.00,cimig,0.44
jwtk_jjwt,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.44,0.00,cimig,0.00,cimig,0.44
jwtk_jjwt,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.44,0.00,cimig,0.00,cimig,0.44
jwtk_jjwt,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.44,0.00,cimig,0.00,cimig,0.44
kaklakariada_portmapper,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.45,0.12,cimig,0.12,cimig,0.45
kaklakariada_portmapper,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.45,0.12,cimig,0.12,cimig,0.45
kaklakariada_portmapper,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.45,0.12,cimig,0.12,cimig,0.45
kaklakariada_portmapper,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.45,0.12,cimig,0.12,cimig,0.45
kaklakariada_portmapper,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.54,0.36,cimig,0.36,cimig,0.54
kaklakariada_portmapper,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.54,0.36,cimig,0.36,cimig,0.54
kaklakariada_portmapper,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.54,0.36,cimig,0.36,cimig,0.54
kaklakariada_portmapper,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.54,0.36,cimig,0.36,cimig,0.54
knowm_Yank,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
knowm_Yank,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
knowm_Yank,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
knowm_Yank,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.35,0.15,cimig,0.15,cimig,0.35
knowm_Yank,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.59,0.20,cimig,0.20,cimig,0.59
knowm_Yank,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.59,0.20,cimig,0.20,cimig,0.59
knowm_Yank,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.59,0.20,cimig,0.20,cimig,0.59
knowm_Yank,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.59,0.20,cimig,0.20,cimig,0.59
komoot_photon,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.19,0.08,cimig,0.08,cimig,0.19
komoot_photon,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.19,0.08,cimig,0.08,cimig,0.19
komoot_photon,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.19,0.08,cimig,0.08,cimig,0.19
komoot_photon,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.19,0.08,cimig,0.08,cimig,0.19
komoot_photon,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.60,0.29,cimig,0.29,cimig,0.60
komoot_photon,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.60,0.29,cimig,0.29,cimig,0.60
komoot_photon,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.60,0.29,cimig,0.29,cimig,0.60
