setting,direction,project,service,n_files,yaml_pass_rate,yaml_score_avg,external_score_avg,actionlint_pass_rate,travis_lint_pass_rate,messages_sample
CIMig,gha_to_travis,tanersener_smart-exception,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tanersener_smart-exception/04_CI"
Zero-Shot,travis_to_gha,tanersener_smart-exception,gha,4,1.0,1.0,0.75,0.75,,"[actionlint rc=1] actions.yml:34:27: undefined variable ""hash"". available variables are ""env"", ""github"", ""inputs"", ""job"", ""matrix"", ""needs"", ""runner"", ""secrets"", ""steps"", ""strategy"", ""vars"" [expressio | [actionlint rc=0]  | [actionlint rc=1] actions.yml:40:9: shellcheck reported issue in this script: SC2086:info:1:7: Double quote to prevent globbing and word splitting [shellcheck]
   |
40 |         run: |
   |         ^~"
Zero-Shot,gha_to_travis,tanersener_smart-exception,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] valid | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/tanersener_smart-exception/04 | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,tanersener_smart-exception,gha,1,1.0,1.0,1.0,1.0,,"[actionlint rc=1] actions.yml:31:7: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck]
   |
31 |       run: |
   |       ^~~~
a"
Fine-Tuned,gha_to_travis,tanersener_smart-exception,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_01/tanersener_smart-exception/04_CIg
Few-Shot,travis_to_gha,tanersener_smart-exception,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=1] actions.yml:27:5: unexpected key ""cache"" for ""job"" section. expected one of ""concurrency"", ""container"", ""continue-on-error"", ""defaults"", ""env"", ""environment"", ""if"", ""name"", ""needs"",  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:36:9: shellcheck reported issue in this script: SC2086:info:1:7: Double quote to prevent globbing and word splitting [shellcheck]
   |
36 |         run: |
   |         ^~"
Few-Shot,gha_to_travis,tanersener_smart-exception,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/tanersener_smart-exception/04_CIgrate_GHA_to_Travi | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/tanersener_smart-exception/04_CIgrate_GHA_to_Travi"
CIMig,travis_to_gha,tdebatty_java-string-similarity,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tdebatty_java-string-similarity/"
CIMig,gha_to_travis,tdebatty_java-string-similarity,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tdebatty_java-string-similarity/"
Zero-Shot,travis_to_gha,tdebatty_java-string-similarity,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/tdebatty_java-string- | [actionlint rc=0] "
Zero-Shot,gha_to_travis,tdebatty_java-string-similarity,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] valid | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,tdebatty_java-string-similarity,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,tdebatty_java-string-similarity,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_05/tdebatty_java-string-similarity/0
Few-Shot,travis_to_gha,tdebatty_java-string-similarity,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,tdebatty_java-string-similarity,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/tdebatty_java-string-similarity/04_CIgrate_GHA_to_ | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,tdf_odftoolkit,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tdf_odftoolkit/03_CIMig_Travis_t"
CIMig,gha_to_travis,tdf_odftoolkit,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tdf_odftoolkit/04_CIMig_GHA_to_T"
Zero-Shot,travis_to_gha,tdf_odftoolkit,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | [actionlint rc=1] actions.yml:6:14: character ' ' is invalid for branch and tag names. ref name cannot contain spaces, ~, ^, :, [, ?, *. see `man git-check-ref-format` for more details. note that regu | [actionlint rc=0] "
Zero-Shot,gha_to_travis,tdf_odftoolkit,travis,4,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/tdf_odftoolkit/04_CIgrate_GHA_to_Travis/llama3_1_ | [travis lint rc=0] valid
Fine-Tuned,travis_to_gha,tdf_odftoolkit,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,tdf_odftoolkit,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_09/tdf_odftoolkit/04_CIgrate_GHA_to_
Few-Shot,travis_to_gha,tdf_odftoolkit,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,tdf_odftoolkit,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/tdf_odftoolkit/04_CIgrate_GHA_to_Travis/gemma3_12b | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,teverett_jvmBASIC,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/teverett_jvmBASIC/03_CIMig_Travis_to_G"
CIMig,gha_to_travis,teverett_jvmBASIC,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/teverett_jvmBASIC/04_CIMig_GHA_to_Travis"
CIMig,travis_to_gha,thepieterdc_dodona-plugin-jetbrains,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/thepieterdc_dodona-plugin-jetbra"
CIMig,gha_to_travis,thepieterdc_dodona-plugin-jetbrains,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/thepieterdc_dodona-plugin-jetbrains/04_CIMig_GHA_to_Travis/t
Zero-Shot,travis_to_gha,thepieterdc_dodona-plugin-jetbrains,gha,4,1.0,1.0,0.75,0.75,,[actionlint rc=0]  | [actionlint rc=0]  | [actionlint rc=0] 
Zero-Shot,gha_to_travis,thepieterdc_dodona-plugin-jetbrains,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] valid | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/thepieterdc_dodona-plugin-jet | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,thepieterdc_dodona-plugin-jetbrains,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,thepieterdc_dodona-plugin-jetbrains,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,thepieterdc_dodona-plugin-jetbrains,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,thepieterdc_dodona-plugin-jetbrains,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/thepieterdc_dodona-plugin-jetbrains/04_CIgrate_GHA | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/thepieterdc_dodona-plugin-jetbrains/04_CIgrate_GHA"
CIMig,travis_to_gha,tomtom-international_james,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tomtom-international_james/03_CIMig_Tr"
CIMig,gha_to_travis,tomtom-international_james,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tomtom-international_james/04_CI"
CIMig,travis_to_gha,tonivade_zeromock,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tonivade_zeromock/03_CIMig_Travi"
CIMig,gha_to_travis,tonivade_zeromock,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tonivade_zeromock/04_CIMig_GHA_t"
CIMig,travis_to_gha,tsandmann_ct-sim,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tsandmann_ct-sim/03_CIMig_Travis_to_GHA/"
CIMig,gha_to_travis,tsandmann_ct-sim,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tsandmann_ct-sim/04_CIMig_GHA_to"
Zero-Shot,travis_to_gha,tsandmann_ct-sim,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=1] actions.yml:23:47: got unexpected EOF while lexing end of string literal, expecting ''' [expression]
   |
23 |         if: ${{ matrix.os == 'ubuntu-latest }}
   |                     | [actionlint rc=1] actions.yml:6:14: character ' ' is invalid for branch and tag names. ref name cannot contain spaces, ~, ^, :, [, ?, *. see `man git-check-ref-format` for more details. note that regu | [actionlint rc=0] "
Zero-Shot,gha_to_travis,tsandmann_ct-sim,travis,4,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/tsandmann_ct-sim/04_CIgrate_GHA_to_Travis/gemma3_ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/tsandmann_ct-sim/04_CIgrate_GHA_to_Travis/llama3_ | [travis lint rc=0] valid
Fine-Tuned,travis_to_gha,tsandmann_ct-sim,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,tsandmann_ct-sim,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_09/tsandmann_ct-sim/04_CIgrate_GHA_t
Few-Shot,travis_to_gha,tsandmann_ct-sim,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,tsandmann_ct-sim,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/tsandmann_ct-sim/04_CIgrate_GHA_to_Travis/gemma3_1 | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,tsjensen_sercoll,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tsjensen_sercoll/03_CIMig_Travis_to_GHA/"
CIMig,gha_to_travis,tsjensen_sercoll,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/tsjensen_sercoll/04_CIMig_GHA_to"
Zero-Shot,travis_to_gha,tsjensen_sercoll,gha,4,0.5,0.5,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/tsjensen_sercoll/03_CIgrate_T | [actionlint rc=0] "
Zero-Shot,gha_to_travis,tsjensen_sercoll,travis,4,0.75,0.75,0.75,,0.75,[travis lint rc=0] valid | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/tsjensen_sercoll/04_CIgrate_GHA_to_Travis/llama3_ | [travis lint rc=0] valid
Fine-Tuned,travis_to_gha,tsjensen_sercoll,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,tsjensen_sercoll,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,tsjensen_sercoll,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,tsjensen_sercoll,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] valid | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/tsjensen_sercoll/04_CIgrate_GHA_to_Travis/gpt-4o/t"
CIMig,travis_to_gha,typetools_guava,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/typetools_guava/03_CIMig_Travis_to_GHA/t"
CIMig,gha_to_travis,typetools_guava,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/typetools_guava/04_CIMig_GHA_to_"
Zero-Shot,travis_to_gha,typetools_guava,gha,4,0.75,0.75,0.25,0.25,,"[actionlint rc=1] actions.yml:8:9: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is u | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/typetools_guava/03_CI | [actionlint rc=1] actions.yml:7:9: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is u"
Zero-Shot,gha_to_travis,typetools_guava,travis,4,0.75,0.75,0.75,,0.75,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/typetools_guava/04_CIgrate_GHA_to_Travis/gemma3_1 | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/typetools_guava/04_CIgrate_GHA_to_Travis/llama3_1 | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/typetools_guava/04_CIgrate_GHA_to_Travis/gpt-4o/t
Fine-Tuned,travis_to_gha,typetools_guava,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,typetools_guava,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_08/typetools_guava/04_CIgrate_GHA_to
Few-Shot,travis_to_gha,typetools_guava,gha,4,0.5,0.5,0.25,0.25,,"[actionlint rc=1] actions.yml:36:5: unexpected key ""cache"" for ""job"" section. expected one of ""concurrency"", ""container"", ""continue-on-error"", ""defaults"", ""env"", ""environment"", ""if"", ""name"", ""needs"",  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:7:9: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is u"
Few-Shot,gha_to_travis,typetools_guava,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/typetools_guava/04_CIgrate_GHA_to_Travis/gemma3_12 | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/typetools_guava/04_CIgrate_GHA_to_Travis/gpt-4o/tr"
CIMig,travis_to_gha,utarwyn_SuperJukebox,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/utarwyn_SuperJukebox/03_CIMig_Travis_to_"
CIMig,gha_to_travis,utarwyn_SuperJukebox,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/utarwyn_SuperJukebox/04_CIMig_GH"
Zero-Shot,travis_to_gha,utarwyn_SuperJukebox,gha,4,1.0,1.0,0.75,0.75,,[actionlint rc=0]  | [actionlint rc=0]  | [actionlint rc=0] 
Zero-Shot,gha_to_travis,utarwyn_SuperJukebox,travis,4,0.25,0.25,0.25,,0.25,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/utarwyn_SuperJukebox/04_CIgra | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,utarwyn_SuperJukebox,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,utarwyn_SuperJukebox,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,utarwyn_SuperJukebox,gha,4,0.5,0.5,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,utarwyn_SuperJukebox,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/utarwyn_SuperJukebox/04_CIgrate_GHA_to_Travis/gemm | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/utarwyn_SuperJukebox/04_CIgrate_GHA_to_Travis/gpt-"
CIMig,travis_to_gha,uw-loci_misc-plugins,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/uw-loci_misc-plugins/03_CIMig_Tr"
CIMig,gha_to_travis,uw-loci_misc-plugins,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/uw-loci_misc-plugins/04_CIMig_GH"
Zero-Shot,travis_to_gha,uw-loci_misc-plugins,gha,4,0.75,0.75,0.0,0.0,,"[actionlint rc=1] actions.yml:19:9: expected scalar node for string value but found sequence node with ""!!seq"" tag [syntax-check]
   |
19 |         - secure: ""********************""
   |         ^ | [actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is  | [actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is "
Zero-Shot,gha_to_travis,uw-loci_misc-plugins,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] valid | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/uw-loci_misc-plugins/04_CIgra | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,uw-loci_misc-plugins,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,uw-loci_misc-plugins,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,uw-loci_misc-plugins,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is  | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/uw-loci_misc-plugins/03_CIgrat | [actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is "
Few-Shot,gha_to_travis,uw-loci_misc-plugins,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/uw-loci_misc-plugins/04_CIgrate_GHA_to_Travis/gemm | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,vert-x3_vertx-bridge-common,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/vert-x3_vertx-bridge-common/03_C"
CIMig,gha_to_travis,vert-x3_vertx-bridge-common,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/vert-x3_vertx-bridge-common/04_C"
